# Dreambuilder, mtg, random mods

homedecor:shingle_inner_corner_wood	149 88 48
homedecor:shingle_outer_corner_asphalt	 42 42 42
homedecor:shingle_outer_corner_terracotta	211 108 68
homedecor:shingle_outer_corner_wood	149 88 48
homedecor:shingles_asphalt 27 27 27
homedecor:shingle_side_asphalt	 42 42 42
homedecor:shingle_side_glass 136 79 40 128 224
homedecor:shingle_side_terracotta	211 108 68
homedecor:shingle_side_wood	149 88 48
homedecor:shingles_terracotta 178 95 67
homedecor:shingles_wood 136 79 40
homedecor:shower_head 129 129 129
homedecor:shower_tray 239 241 240
homedecor:shrubbery_green 34 66 24
homedecor:shrubbery_large_green 34 66 24
homedecor:shrubbery_large_red 53 42 25
homedecor:shrubbery_large_yellow 48 67 22
homedecor:shrubbery_red 53 42 25
homedecor:shrubbery_yellow 48 67 22
homedecor:shutter 225 225 225
homedecor:shutter_colored 225 225 225
homedecor:simple_bench 68 46 23
homedecor:sink 240 242 241
homedecor:skateboard 2 223 2
homedecor:skylight 192 192 227
homedecor:skylight_frosted 245 245 244
homedecor:soda_machine 80 29 31
homedecor:space_heater 254 254 254
homedecor:speaker 36 27 18
homedecor:speaker_open 151 100 59
homedecor:speaker_small 36 27 18
homedecor:spiral_staircase 60 51 46
homedecor:sportbench 159 159 159
homedecor:stained_glass 104 99 100 128 224
homedecor:standing_lamp_0 141 141 141
homedecor:standing_lamp_1 141 141 141
homedecor:standing_lamp_10 141 141 141
homedecor:standing_lamp_11 141 141 141
homedecor:standing_lamp_12 141 141 141
homedecor:standing_lamp_13 141 141 141
homedecor:standing_lamp_14 141 141 141
homedecor:standing_lamp_2 141 141 141
homedecor:standing_lamp_3 141 141 141
homedecor:standing_lamp_4 141 141 141
homedecor:standing_lamp_5 141 141 141
homedecor:standing_lamp_6 141 141 141
homedecor:standing_lamp_7 141 141 141
homedecor:standing_lamp_8 141 141 141
homedecor:standing_lamp_9 141 141 141
homedecor:standing_lamp_hi 131 131 131
homedecor:standing_lamp_low 131 131 131
homedecor:standing_lamp_max 131 131 131
homedecor:standing_lamp_med 131 131 131
homedecor:standing_lamp_off 131 131 131
homedecor:stereo 48 48 48
homedecor:stonepath 91 88 87
homedecor:swing 160 131 91
homedecor:swing_rope 161 132 92
homedecor:table 177 124 60
homedecor:table_lamp_0 141 141 141
homedecor:table_lamp_1 141 141 141
homedecor:table_lamp_10 141 141 141
homedecor:table_lamp_11 141 141 141
homedecor:table_lamp_12 141 141 141
homedecor:table_lamp_13 141 141 141
homedecor:table_lamp_14 141 141 141
homedecor:table_lamp_2 141 141 141
homedecor:table_lamp_3 141 141 141
homedecor:table_lamp_4 141 141 141
homedecor:table_lamp_5 141 141 141
homedecor:table_lamp_6 141 141 141
homedecor:table_lamp_7 141 141 141
homedecor:table_lamp_8 141 141 141
homedecor:table_lamp_9 141 141 141
homedecor:table_lamp_hi 131 131 131
homedecor:table_lamp_low 131 131 131
homedecor:table_lamp_max 131 131 131
homedecor:table_lamp_med 131 131 131
homedecor:table_lamp_off 131 131 131
homedecor:table_legs_brass 144 131 82
homedecor:table_legs_wood 151 112 75
homedecor:table_legs_wrought_iron 78 68 53
homedecor:table_mahogany 112 74 52
homedecor:table_white 246 246 246
homedecor:taps 129 129 129
homedecor:taps_brass 203 168 92
homedecor:tatami_mat 187 157 108
homedecor:telephone 200 193 176
homedecor:television 47 47 47
homedecor:tiles_1 235 235 235
homedecor:tiles_2 169 167 166
homedecor:tiles_3 50 51 53
homedecor:tiles_4 33 33 33
homedecor:tiles_blue 74 74 241
homedecor:tiles_green 67 175 67
homedecor:tiles_red 206 49 49
homedecor:tiles_tan 200 183 129
homedecor:tiles_yellow 226 226 59
homedecor:toaster 168 168 168
homedecor:toaster_loaf 168 168 168
homedecor:toilet 230 231 232
homedecor:toilet_open 240 241 241
homedecor:toilet_paper 237 237 237
homedecor:tool_cabinet 224 224 224
homedecor:tool_cabinet_bottom 115 115 115
homedecor:tool_cabinet_top 159 159 158
homedecor:torch_wall 53 53 52
homedecor:towel_rod 154 154 154
homedecor:trash_can 58 58 59
homedecor:trash_can_green 242 242 242
homedecor:trash_can_green_open 242 242 242
homedecor:trophy 189 164 0
homedecor:utility_table_legs 151 112 75
homedecor:utility_table_top 151 112 75
homedecor:wall_lamp 224 224 224
homedecor:wall_lamp_off 186 186 186
homedecor:wall_lamp_on 186 186 186
homedecor:wall_sconce 234 226 196
homedecor:wall_shelf 121 90 57
homedecor:wardrobe 219 219 219
homedecor:wardrobe_bottom 177 124 60
homedecor:wardrobe_top 177 124 60
homedecor:washing_machine 192 192 192
homedecor:welcome_mat_brown 94 52 18
homedecor:welcome_mat_green 6 59 19
homedecor:welcome_mat_grey 62 62 62
homedecor:well 110 83 30
homedecor:window_flowerbox 144 65 53
homedecor:window_plain 242 242 215
homedecor:window_quartered 242 242 215
homedecor:wine_rack	110 50 26
homedecor:wood_table_large 148 109 65
homedecor:wood_table_large_square 121 71 17
homedecor:wood_table_small_round 148 109 65
homedecor:wood_table_small_square 37 27 16
home_workshop_machines:3dprinter_bedflinger 146 147 146
home_workshop_machines:3dprinter_corexy 146 147 146
home_workshop_misc:beer_mug 30 30 30
home_workshop_misc:beer_tap 167 167 167
home_workshop_misc:soda_machine 0 1 0
home_workshop_misc:tool_cabinet 186 186 186
icicles:icicle_1 110 113 115
icicles:icicle_2 110 113 115
icicles:icicle_3 110 113 115
icicles:icicle_4 110 113 115
ilights:light 63 63 63
ilights:light_black	 18 18 18
ilights:light_blue	 73 86 255
ilights:light_brown	190 103 26
ilights:light_cyan	 89 251 211
ilights:light_dark_green	 21 164 10
ilights:light_dark_grey	107 107 107
ilights:light_green	 75 249 61
ilights:light_grey	197 197 197
ilights:light_magenta	248 0 216
ilights:light_off 22 22 22
ilights:light_on 22 22 22
ilights:light_orange	255 149 45
ilights:light_pink	255 179 251
ilights:light_red	255 65 74
ilights:light_violet	232 6 214
ilights:light_white	255 255 255
ilights:light_yellow	244 234 79
inbox:empty 212 180 181
infrastructure:aircraft_warning_light 18 15 15
infrastructure:aircraft_warning_light_bright 18 18 18
infrastructure:aircraft_warning_light_dark 18 18 18
infrastructure:anti_dazzling_panel 67 67 67
infrastructure:anti_dazzling_panel_displacement_1 67 67 67
infrastructure:anti_dazzling_panel_displacement_2 67 67 67
infrastructure:anti_dazzling_panel_displacement_3 67 67 67
infrastructure:asphalt_center_corner_double 15 15 15
infrastructure:asphalt_center_corner_single 15 15 15
infrastructure:asphalt_center_solid_double 15 15 15
infrastructure:asphalt_center_solid_line 15 15 15
infrastructure:asphalt_center_solid_one_side 15 15 15
infrastructure:automatic_warning_device_bottom 18 18 18
infrastructure:automatic_warning_device_middle 18 18 18
infrastructure:automatic_warning_device_middle_center_1 18 18 18
infrastructure:automatic_warning_device_middle_center_2 18 18 18
infrastructure:automatic_warning_device_middle_center_3 18 18 18
infrastructure:automatic_warning_device_middle_center_off 15 15 15
infrastructure:automatic_warning_device_middle_center_on 15 15 15
infrastructure:automatic_warning_device_middle_left_1 18 18 18
infrastructure:automatic_warning_device_middle_left_2 18 18 18
infrastructure:automatic_warning_device_middle_left_off 15 15 15
infrastructure:automatic_warning_device_middle_left_on 15 15 15
infrastructure:automatic_warning_device_middle_right_1 18 18 18
infrastructure:automatic_warning_device_middle_right_2 18 18 18
infrastructure:automatic_warning_device_middle_right_off 15 15 15
infrastructure:automatic_warning_device_middle_right_on 15 15 15
infrastructure:automatic_warning_device_top 18 18 18
infrastructure:boom_barrier_arm_h_bright 234 234 234
infrastructure:boom_barrier_arm_h_dark 234 234 234
infrastructure:boom_barrier_arm_h_darkfirst 197 197 197
infrastructure:boom_barrier_arm_h_end 197 197 197
infrastructure:boom_barrier_arm_h_lightfirst 197 197 197
infrastructure:boom_barrier_arm_v 234 234 234
infrastructure:boom_barrier_bottom 18 18 18
infrastructure:boom_barrier_top_h 11 11 11
infrastructure:boom_barrier_top_v 18 18 18
infrastructure:cable_barrier_terminal 143 159 175
infrastructure:cable_barrier_terminal_displacement_1 143 159 175
infrastructure:cable_barrier_terminal_displacement_2 143 159 175
infrastructure:cable_barrier_terminal_displacement_3 143 159 175
infrastructure:corrugated_guide_rail 143 159 175
infrastructure:corrugated_guide_rail_displacement_1 143 159 175
infrastructure:corrugated_guide_rail_displacement_2 143 159 175
infrastructure:corrugated_guide_rail_displacement_3 143 159 175
infrastructure:corrugated_sheet 81 100 121
infrastructure:crosswalk_lighting_bright 18 18 18
infrastructure:crosswalk_lighting_dark 18 18 18
infrastructure:crosswalk_safety_sign_bottom 17 17 17
infrastructure:crosswalk_safety_sign_top 17 17 17
infrastructure:crosswalk_warning_light_bright 18 18 18
infrastructure:crosswalk_warning_light_dark 18 18 18
infrastructure:crosswalk_warning_light_off 18 18 18
infrastructure:crosswalk_warning_light_on 15 15 15
infrastructure:crowd_control_barricade 143 159 175
infrastructure:crowd_control_barricade_1 143 159 175
infrastructure:crowd_control_barricade_2 143 159 175
infrastructure:crowd_control_barricade_3 143 159 175
infrastructure:curve_chevron_bright 18 18 18
infrastructure:curve_chevron_dark 18 18 18
infrastructure:delineator 178 178 178
infrastructure:delineator_displacement_1 178 178 178
infrastructure:delineator_displacement_2 178 178 178
infrastructure:delineator_displacement_3 178 178 178
infrastructure:delineator_guardrail 178 178 178
infrastructure:delineator_guardrail_displacement_1 178 178 178
infrastructure:delineator_guardrail_displacement_2 178 178 178
infrastructure:delineator_guardrail_displacement_3 178 178 178
infrastructure:drainage_channel_grating 143 159 175
infrastructure:ebell 178 178 178
infrastructure:emergency_phone_bottom 255 132 0
infrastructure:emergency_phone_top 254 132 0
infrastructure:energy_absorbing_terminal 143 159 175
infrastructure:energy_absorbing_terminal_displacement_1 143 159 175
infrastructure:energy_absorbing_terminal_displacement_2 143 159 175
infrastructure:energy_absorbing_terminal_displacement_3 143 159 175
infrastructure:energy_absorbing_terminal_inversed 143 159 175
infrastructure:energy_absorbing_terminal_inversed_displacement_1 143 159 175
infrastructure:energy_absorbing_terminal_inversed_displacement_2 143 159 175
infrastructure:energy_absorbing_terminal_inversed_displacement_3 143 159 175
infrastructure:fence_galvanized_steel 143 159 175
infrastructure:fitch_barrel 4 4 4
infrastructure:fitch_barrel_displacement_1 4 4 4
infrastructure:fitch_barrel_displacement_2 4 4 4
infrastructure:fitch_barrel_displacement_3 4 4 4
infrastructure:galvanized_steel 143 159 175
infrastructure:lane_control_lights_1 18 18 18
infrastructure:lane_control_lights_2 18 18 18
infrastructure:lane_control_lights_3 18 18 18
infrastructure:lane_control_lights_4 18 18 18
infrastructure:lane_control_lights_5 18 18 18
infrastructure:lane_control_lights_6 15 15 15
infrastructure:louver_closed 143 159 175
infrastructure:louver_opened 143 159 175
infrastructure:marker_red_yellow	255 200 50
infrastructure:marker_red_yellow_displacement_1	255 200 50
infrastructure:marker_red_yellow_displacement_2	255 200 50
infrastructure:marker_red_yellow_displacement_3	255 200 50
infrastructure:marker_yellow_yellow	255 255 0
infrastructure:marker_yellow_yellow_displacement_1	255 255 0
infrastructure:marker_yellow_yellow_displacement_2	255 255 0
infrastructure:marker_yellow_yellow_displacement_3	255 255 0
infrastructure:micro_asphalt_arrow_left 15 15 15
infrastructure:micro_asphalt_arrow_left_1 15 15 15
infrastructure:micro_asphalt_arrow_left_12 15 15 15
infrastructure:micro_asphalt_arrow_left_14 15 15 15
infrastructure:micro_asphalt_arrow_left_15 15 15 15
infrastructure:micro_asphalt_arrow_left_2 15 15 15
infrastructure:micro_asphalt_arrow_left_4 15 15 15
infrastructure:micro_asphalt_arrow_right 15 15 15
infrastructure:micro_asphalt_arrow_right_1 15 15 15
infrastructure:micro_asphalt_arrow_right_12 15 15 15
infrastructure:micro_asphalt_arrow_right_14 15 15 15
infrastructure:micro_asphalt_arrow_right_15 15 15 15
infrastructure:micro_asphalt_arrow_right_2 15 15 15
infrastructure:micro_asphalt_arrow_right_4 15 15 15
infrastructure:micro_asphalt_arrow_straight 220 220 220
infrastructure:micro_asphalt_arrow_straight_1 220 220 220
infrastructure:micro_asphalt_arrow_straight_12 220 220 220
infrastructure:micro_asphalt_arrow_straight_14 220 220 220
infrastructure:micro_asphalt_arrow_straight_15 220 220 220
infrastructure:micro_asphalt_arrow_straight_2 220 220 220
infrastructure:micro_asphalt_arrow_straight_4 220 220 220
infrastructure:micro_asphalt_arrow_straight_left 15 15 15
infrastructure:micro_asphalt_arrow_straight_left_1 15 15 15
infrastructure:micro_asphalt_arrow_straight_left_12 15 15 15
infrastructure:micro_asphalt_arrow_straight_left_14 15 15 15
infrastructure:micro_asphalt_arrow_straight_left_15 15 15 15
infrastructure:micro_asphalt_arrow_straight_left_2 15 15 15
infrastructure:micro_asphalt_arrow_straight_left_4 15 15 15
infrastructure:micro_asphalt_arrow_straight_right 15 15 15
infrastructure:micro_asphalt_arrow_straight_right_1 15 15 15
infrastructure:micro_asphalt_arrow_straight_right_12 15 15 15
infrastructure:micro_asphalt_arrow_straight_right_14 15 15 15
infrastructure:micro_asphalt_arrow_straight_right_15 15 15 15
infrastructure:micro_asphalt_arrow_straight_right_2 15 15 15
infrastructure:micro_asphalt_arrow_straight_right_4 15 15 15
infrastructure:micro_asphalt_center_corner_double 15 15 15
infrastructure:micro_asphalt_center_corner_double_1 15 15 15
infrastructure:micro_asphalt_center_corner_double_12 15 15 15
infrastructure:micro_asphalt_center_corner_double_14 15 15 15
infrastructure:micro_asphalt_center_corner_double_15 15 15 15
infrastructure:micro_asphalt_center_corner_double_2 15 15 15
infrastructure:micro_asphalt_center_corner_double_4 15 15 15
infrastructure:micro_asphalt_center_corner_single 15 15 15
infrastructure:micro_asphalt_center_corner_single_1 15 15 15
infrastructure:micro_asphalt_center_corner_single_12 15 15 15
infrastructure:micro_asphalt_center_corner_single_14 15 15 15
infrastructure:micro_asphalt_center_corner_single_15 15 15 15
infrastructure:micro_asphalt_center_corner_single_2 15 15 15
infrastructure:micro_asphalt_center_corner_single_4 15 15 15
infrastructure:micro_asphalt_center_solid 15 15 15
infrastructure:micro_asphalt_center_solid_1 15 15 15
infrastructure:micro_asphalt_center_solid_12 15 15 15
infrastructure:micro_asphalt_center_solid_14 15 15 15
infrastructure:micro_asphalt_center_solid_15 15 15 15
infrastructure:micro_asphalt_center_solid_2 15 15 15
infrastructure:micro_asphalt_center_solid_4 15 15 15
infrastructure:micro_asphalt_center_solid_double 15 15 15
infrastructure:micro_asphalt_center_solid_double_1 15 15 15
infrastructure:micro_asphalt_center_solid_double_12 15 15 15
infrastructure:micro_asphalt_center_solid_double_14 15 15 15
infrastructure:micro_asphalt_center_solid_double_15 15 15 15
infrastructure:micro_asphalt_center_solid_double_2 15 15 15
infrastructure:micro_asphalt_center_solid_double_4 15 15 15
infrastructure:micro_asphalt_center_solid_line 15 15 15
infrastructure:micro_asphalt_center_solid_line_1 15 15 15
infrastructure:micro_asphalt_center_solid_line_12 15 15 15
infrastructure:micro_asphalt_center_solid_line_14 15 15 15
infrastructure:micro_asphalt_center_solid_line_15 15 15 15
infrastructure:micro_asphalt_center_solid_line_2 15 15 15
infrastructure:micro_asphalt_center_solid_line_4 15 15 15
infrastructure:micro_asphalt_center_solid_one_side 15 15 15
infrastructure:micro_asphalt_center_solid_one_side_1 15 15 15
infrastructure:micro_asphalt_center_solid_one_side_12 15 15 15
infrastructure:micro_asphalt_center_solid_one_side_14 15 15 15
infrastructure:micro_asphalt_center_solid_one_side_15 15 15 15
infrastructure:micro_asphalt_center_solid_one_side_2 15 15 15
infrastructure:micro_asphalt_center_solid_one_side_4 15 15 15
infrastructure:micro_asphalt_parking 15 15 15
infrastructure:micro_asphalt_parking_1 15 15 15
infrastructure:micro_asphalt_parking_12 15 15 15
infrastructure:micro_asphalt_parking_14 15 15 15
infrastructure:micro_asphalt_parking_15 15 15 15
infrastructure:micro_asphalt_parking_2 15 15 15
infrastructure:micro_asphalt_parking_4 15 15 15
infrastructure:micro_galvanized_steel 143 159 175
infrastructure:micro_galvanized_steel_1 143 159 175
infrastructure:micro_galvanized_steel_12 143 159 175
infrastructure:micro_galvanized_steel_14 143 159 175
infrastructure:micro_galvanized_steel_15 143 159 175
infrastructure:micro_galvanized_steel_2 143 159 175
infrastructure:micro_galvanized_steel_4 143 159 175
infrastructure:noise_barrier 143 159 175
infrastructure:panel_asphalt_arrow_left 15 15 15
infrastructure:panel_asphalt_arrow_left_1 15 15 15
infrastructure:panel_asphalt_arrow_left_12 15 15 15
infrastructure:panel_asphalt_arrow_left_14 15 15 15
infrastructure:panel_asphalt_arrow_left_15 15 15 15
infrastructure:panel_asphalt_arrow_left_2 15 15 15
infrastructure:panel_asphalt_arrow_left_4 15 15 15
infrastructure:panel_asphalt_arrow_right 15 15 15
infrastructure:panel_asphalt_arrow_right_1 15 15 15
infrastructure:panel_asphalt_arrow_right_12 15 15 15
infrastructure:panel_asphalt_arrow_right_14 15 15 15
infrastructure:panel_asphalt_arrow_right_15 15 15 15
infrastructure:panel_asphalt_arrow_right_2 15 15 15
infrastructure:panel_asphalt_arrow_right_4 15 15 15
infrastructure:panel_asphalt_arrow_straight 220 220 220
infrastructure:panel_asphalt_arrow_straight_1 220 220 220
infrastructure:panel_asphalt_arrow_straight_12 220 220 220
infrastructure:panel_asphalt_arrow_straight_14 220 220 220
infrastructure:panel_asphalt_arrow_straight_15 220 220 220
infrastructure:panel_asphalt_arrow_straight_2 220 220 220
infrastructure:panel_asphalt_arrow_straight_4 220 220 220
infrastructure:panel_asphalt_arrow_straight_left 15 15 15
infrastructure:panel_asphalt_arrow_straight_left_1 15 15 15
infrastructure:panel_asphalt_arrow_straight_left_12 15 15 15
